Model_ID,Epoch,learning_rate,Acc_train,Acc_val,Loss_train,Loss_val
combo3_120_60,89,0.0001,0.80750245,0.7852066159248352,0.6210398415587144,0.7095171022992537
combo3_120_60,90,0.0001,0.80756825,0.7833640575408936,0.6207870991028387,0.707851980619915
combo3_120_60,91,0.0001,0.80737084,0.784680187702179,0.6206003060894759,0.708276747245166
combo3_120_60,92,0.0001,0.80756825,0.7859963178634644,0.6201164889351323,0.7083733576195715
combo3_120_60,93,0.0001,0.8090819,0.7857331037521362,0.6197559335114886,0.708753306148993
combo3_120_60,94,0.0001,0.80796313,0.7833640575408936,0.6197682046662745,0.7083546974119873
combo3_120_60,95,0.0001,0.80704176,0.7838904857635498,0.6198274204628215,0.7093337511633471
combo3_120_60,96,0.0001,0.8076341,0.7849434018135071,0.6190293983081016,0.7085983175985372
combo3_120_60,97,0.0001,0.8078973,0.7849434018135071,0.6189296897793726,0.7086891003676734
combo3_120_60,98,0.0001,0.8076341,0.7844169735908508,0.6188631833835274,0.7096499090886298
combo3_120_60,99,0.0001,0.8081606,0.7857331037521362,0.6179504019035718,0.707393859979133
combo3_120_60,100,0.0001,0.8081606,0.7841536998748779,0.6181981106187294,0.7080547143578937
combo3_120_60,101,0.0001,0.80723923,0.7841536998748779,0.61770194676135,0.7094736888741907
combo3_120_60,102,0.0001,0.8086212,0.7844169735908508,0.6173220698674206,0.7099583638784414
combo3_120_60,103,0.0001,0.8082264,0.7828375697135925,0.6172430411692158,0.7094593439393371
combo3_120_60,104,0.0001,0.80802894,0.7833640575408936,0.6169597377624901,0.7096771242179881
combo3_120_60,105,0.0001,0.8085554,0.7852066159248352,0.6169097455483826,0.708532906592159
combo3_120_60,106,0.0001,0.8086212,0.7831008434295654,0.6163880307959192,0.7083624124401461
combo3_120_60,107,0.0001,0.8082264,0.7859963178634644,0.6157832972349874,0.7088374305035008
combo3_120_60,108,0.0001,0.8088187,0.7817846536636353,0.6159078360153053,0.709477491521873
combo3_120_60,109,0.0001,0.80802894,0.784680187702179,0.6157736798892409,0.7094231040485911
combo3_120_60,110,0.0001,0.8088845,0.7841536998748779,0.6152921035086572,0.7103052834800495
combo3_120_60,111,0.0001,0.8088187,0.7817846536636353,0.6149471559466481,0.7108190851043356
combo3_120_60,112,0.0001,0.8078315,0.7857331037521362,0.6147523358763343,0.7081568851914021
combo3_120_60,113,0.0001,0.8086212,0.7854698896408081,0.6145017832154779,0.7085005281065037
combo3_120_60,114,0.0001,0.8090161,0.7841536998748779,0.6141835652514875,0.7076161134616423
combo3_120_60,115,0.0001,0.8092136,0.7854698896408081,0.6139543078533322,0.708767836157916
combo3_120_60,116,0.0001,0.8092794,0.7831008434295654,0.6138511186997018,0.7092642003406063
combo3_120_60,117,0.0001,0.809411,0.7849434018135071,0.6134551095742856,0.7093138702451068
combo3_120_60,118,0.0001,0.8095426,0.7854698896408081,0.6129504991817255,0.7093209488575758
combo3_120_60,119,0.0001,0.8095426,0.7857331037521362,0.6126774187580697,0.7095129146611072
combo3_120_60,120,0.0001,0.80974007,0.7849434018135071,0.6127093402599575,0.7096916366075333
combo3_120_60,121,0.0001,0.809411,0.7849434018135071,0.6122166042031328,0.7097387587939415
combo3_120_60,122,0.0001,0.8086212,0.7841536998748779,0.6122068578316687,0.7093467177545186
combo3_120_60,123,0.0001,0.8098717,0.7838904857635498,0.6118615389164438,0.709436165514542
combo3_120_60,124,0.0001,0.8100691,0.7802053093910217,0.6114723508022223,0.7107770821081083
combo3_120_60,125,0.0001,0.8088187,0.7841536998748779,0.611420516004371,0.7089388769342574
combo3_120_60,126,0.0001,0.80974007,0.7838904857635498,0.6112036858274968,0.7087288607450246
combo3_120_60,127,0.0001,0.8088845,0.7849434018135071,0.6107996188896038,0.7087140391926666
combo3_120_60,128,0.0001,0.81033236,0.7833640575408936,0.6104985266070728,0.7142538908720958
combo3_120_60,129,0.0001,0.808358,0.7836272716522217,0.6105691835808887,0.711231046678142
combo3_120_60,130,0.0001,0.8087529,0.7833640575408936,0.609954347144463,0.7103278314041194
combo3_120_60,131,0.0001,0.8094768,0.7836272716522217,0.609950111664687,0.7103768588995174
combo3_120_60,132,0.0001,0.80967426,0.7828375697135925,0.6097050412739136,0.7114978478782645
combo3_120_60,133,0.0001,0.8096084,0.7836272716522217,0.6091427231980374,0.7105000619669907
combo3_120_60,134,0.0001,0.81026655,0.7857331037521362,0.6088759588465639,0.7099973190361087
combo3_120_60,135,0.0001,0.81046396,0.784680187702179,0.6088038823280181,0.7107683230808265
combo3_120_60,136,0.0001,0.81079304,0.784680187702179,0.608494481925864,0.7111355166241946
combo3_120_60,137,0.0001,0.80967426,0.7836272716522217,0.6082484842955027,0.7094282880994199
combo3_120_60,138,0.0001,0.81039816,0.7857331037521362,0.6079259925509959,0.7097349518002507
combo3_120_60,139,0.0001,0.81046396,0.7836272716522217,0.6075323245524575,0.7120859984285928
combo3_120_60,140,0.0001,0.8090819,0.7828375697135925,0.6075969997225877,0.7109472858777138
combo3_120_60,141,0.0001,0.81020075,0.7833640575408936,0.6071437145699479,0.7103112806894805
combo3_120_60,142,0.0001,0.81079304,0.7828375697135925,0.607205005533878,0.7109911207087136
combo3_120_60,143,0.0001,0.8105956,0.784680187702179,0.6067077854621877,0.7099243859361115
combo3_120_60,144,0.0001,0.81138533,0.7838904857635498,0.606108149512499,0.7099908330811423
combo3_120_60,145,0.0001,0.81112206,0.7823111414909363,0.6061296626861725,0.7112989121595474
combo3_120_60,146,0.0001,0.81046396,0.7844169735908508,0.6056424802249496,0.7101796495660289
combo3_120_60,147,0.0001,0.81145114,0.784680187702179,0.6058359764484482,0.7097826726689531
combo3_120_60,148,0.0001,0.81079304,0.7833640575408936,0.60559612116401,0.7096419734809235
combo3_120_60,149,0.0001,0.8119776,0.7831008434295654,0.6053588302953732,0.7114255236273974
combo3_120_60,150,0.0001,0.8100691,0.784680187702179,0.6050249687226519,0.7110263348943655
combo3_120_60,151,0.0001,0.81020075,0.7844169735908508,0.604619457179208,0.7114103825100474
combo3_120_60,152,0.0001,0.81112206,0.7831008434295654,0.604537616310719,0.7106575908143761
combo3_120_60,153,0.0001,0.8120434,0.7836272716522217,0.6041564520819872,0.71008503302112
combo3_120_60,154,0.0001,0.81138533,0.7817846536636353,0.604060628901347,0.7108216275507351
combo3_120_60,155,0.0001,0.81105626,0.7828375697135925,0.6036161654342276,0.7110921418895907
combo3_120_60,156,0.0001,0.8124383,0.7844169735908508,0.6033336514389488,0.7108927178646458
combo3_120_60,157,0.0001,0.8127015,0.7823111414909363,0.6027752768173544,0.7117723104639347
combo3_120_60,158,0.0001,0.81224084,0.7838904857635498,0.6029158643218552,0.7109311252526467
combo3_120_60,159,0.0001,0.81158274,0.7841536998748779,0.6027463994045013,0.7099914886224078
combo3_120_60,160,0.0001,0.81210923,0.7825743556022644,0.6020693797035882,0.711894198934415
combo3_120_60,161,0.0001,0.811846,0.7823111414909363,0.6021807485071599,0.7108000944275139
combo3_120_60,162,0.0001,0.8125041,0.7838904857635498,0.6018957978312457,0.7109637542378435
combo3_120_60,163,0.0001,0.811846,0.7831008434295654,0.6015102611791542,0.7122892743821331
combo3_120_60,164,0.0001,0.8125699,0.7841536998748779,0.6011921262556724,0.7105675985794941
combo3_120_60,165,0.0001,0.8123067,0.7852066159248352,0.6008659228716842,0.7098174078365977
combo3_120_60,166,0.0001,0.8127674,0.784680187702179,0.6003259418786612,0.7114649090242248
combo3_120_60,167,0.0001,0.8136887,0.7825743556022644,0.6008832836982725,0.7113883134627788
combo3_120_60,168,0.0001,0.8126357,0.7823111414909363,0.6001609110761607,0.7135773285435011
combo3_120_60,169,0.0001,0.8134255,0.7852066159248352,0.599889501235955,0.7106533984693612
combo3_120_60,170,0.0001,0.81151694,0.7828375697135925,0.5999431909778158,0.7136353530454522
combo3_120_60,171,0.0001,0.8127674,0.7823111414909363,0.5995469143218843,0.7127745028984299
combo3_120_60,172,0.0001,0.8120434,0.7838904857635498,0.5991755779850989,0.7114315486073526
combo3_120_60,173,0.0001,0.8135571,0.7841536998748779,0.59880152330386,0.7127588838142732
combo3_120_60,174,0.0001,0.8124383,0.7836272716522217,0.5988460287093802,0.7109200155054088
combo3_120_60,175,0.0001,0.8127674,0.7841536998748779,0.5984674516929219,0.711859421577539
combo3_120_60,176,0.0001,0.8128332,0.7833640575408936,0.5981609452335643,0.7115845438146879
combo3_120_60,177,0.0001,0.812899,0.7836272716522217,0.5978606598123825,0.7124729544967687
combo3_120_60,178,0.0001,0.8140836,0.7831008434295654,0.5975132717314265,0.7128833521036889
combo3_120_60,179,0.0001,0.8134255,0.7838904857635498,0.5974868260586328,0.711818264232996
combo3_120_60,180,0.0001,0.81388617,0.7844169735908508,0.597417857510434,0.7125792876611605
combo3_120_60,181,0.0001,0.8133597,0.7841536998748779,0.5971107596961163,0.7117787108637214
combo3_120_60,182,0.0001,0.8136887,0.7859963178634644,0.5967196177204568,0.7111858021243367
combo3_120_60,183,0.0001,0.8136887,0.7854698896408081,0.5961898553563639,0.7121765078855646
combo3_120_60,184,0.0001,0.813228,0.7841536998748779,0.5961910647481395,0.7116153123002832
combo3_120_60,185,0.0001,0.81388617,0.7825743556022644,0.5957844296424316,0.7129923610757545
combo3_120_60,186,0.0001,0.81441265,0.7838904857635498,0.5957182132009222,0.7134750877659268
combo3_120_60,187,0.0001,0.8136229,0.7857331037521362,0.5955969740348883,0.7132478132157553
combo3_120_60,188,0.0001,0.8136887,0.7836272716522217,0.5948647858438306,0.711903344348532
combo3_120_60,189,0.0001,0.8142152,0.7833640575408936,0.5944492490796048,0.71294436360008
combo3_120_60,190,0.0001,0.81461006,0.7844169735908508,0.5943349112331494,0.7132722325907409
combo3_120_60,191,0.0001,0.81461006,0.7838904857635498,0.5943886728653903,0.7126492898569009
combo3_120_60,192,0.0001,0.8148075,0.7838904857635498,0.593308878505885,0.7149830192727583
combo3_120_60,193,0.0001,0.814281,0.7849434018135071,0.5940693829709977,0.7121289767507316
combo3_120_60,194,0.0001,0.81559724,0.7825743556022644,0.5934124118856554,0.7137333926134092
combo3_120_60,195,0.0001,0.8159263,0.7852066159248352,0.5930754402449508,0.7117690129416904
combo3_120_60,196,0.0001,0.8137545,0.7849434018135071,0.5928907878777823,0.7120274341586516
combo3_120_60,197,0.0001,0.81454426,0.7841536998748779,0.5927248762327811,0.7118195340676695
combo3_120_60,198,0.0001,0.81447846,0.7838904857635498,0.5923534083146725,0.7138065252218726
combo3_120_60,199,0.0001,0.81513655,0.7852066159248352,0.5923753292084368,0.7128136907793654
combo3_120_60,200,0.0001,0.81447846,0.7836272716522217,0.5916413092150348,0.7133566587025882
